keyword_set,row_id,text,gt_num_entailed,languages_present,models_present,templates_present,num_keywords_total,num_predictions_total,mean_error_all,median_error_all,worst_error_all,accuracy_all,mean_time_all,worst_accuracy_by_model,best_accuracy_by_model,std_accuracy_across_models,mean_accuracy_across_models,best_score,worst_score
k,255,"There was no escape. We women had understood it better than our lovers who remained a few days of life. Mine, Alessandro Pavolini, was the most hated man in Italy, perhaps more than Mussolini. And maybe he loved Mussolini more than me. He preached a daring and frantic project, a ""beautiful death"" [...] and we women behind, with peeled stiletto heels or soles of cork, bundles and old furs, without, whining but not even illusions. [...] I was common sense. [...] I did not let myself be enchanted by the dark triumph of the ""Milanese days"" of December 1944 when Benito Mussolini held the last speech at the Opera theater. [...] ""I'm forty thousand!"" Sandro told me. ""Forty thousand skeletons,"" I thought.",6,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4762482625169889,0.44226862490177155,0.9999056298547657,0.5338541666666666,3.713653502529875,0.2838541666666667,0.8346354166666666,0.20994684193872068,0.5338541666666666,0.3239073247279459,1.6861007343104752
k,285,"I introduced myself, all drew, at the address that Ponti had given me and I found myself in front of a command of the carabinieri. I fell my arms: the instinctive distrust, which perhaps had instilled me with mothers, immediately made me think of a bad joke. “Here's here, she made fun of me. That is the producer like I dancer! "" I felt to mount the mixed anger with a bitter sense of humiliation. “How I could believe him! Stupid stupid stupid! "" The thought immediately ran to my father, and to the Mezzucci with whom he had attracted Romilda in his turns. Thanks to heaven, however, stories do not always have to repeat themselves equal, and mine was still to be written. The young Carabiniere of Leva thought about reassuring me. ""If you are looking for the Pontide Laurentiis production house, it's the door next to it."" I felt shocked and childish, I thanked with a great smile and I was preparing to enter the heart of Italian cinema. From a few days I would have turned seventeen.",5,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4886915717939863,0.46227072179317474,0.9998619307443734,0.5201009114583334,3.8032258518602853,0.322265625,0.80859375,0.1962401820172007,0.5201009114583334,0.32386072944113264,1.6847936845555602
k,165,"- Hi, diva, - I mottled my bed, - You are the only diva. All the others are ""divazze"" -. This often told me and said by her had the rigor of a moral judgment. She hated the ""divas"". Through them his marriage to the young director had been a ordeal. ""Full of horns and despair, - she called him. Without the cursed ""divazze"" would still be with her husband, in the large house full of dogs to baruffle with him, disheveled and violent and then redo the pacifies that gave taste to life. - Do you know that the nut says? - He walked me as clever as if to encourage me to a quarrel, - he says that you go by car ... the rapid interrupting: - We have done it so far to resist the hierarchs, we will not start right now that ...",4,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4963214313915403,0.49437469244003296,0.9997154474258424,0.5032552083333334,3.7190119750448503,0.2884114583333333,0.77734375,0.1871961927752104,0.5032552083333334,0.316059015558123,1.683233071592593
k,427,"Unexcably one of the two asks: ""What dream did you do?"" If I ask, he replies with a voice that I only know. Sleepy. Small. Tender, as if it were, not the eighty -three year old man who is ... but a child. This ""mine"" voice melts with tenderness. I must say that Dario [fo] makes incredible dreams. Several times I had the doubt that ... yes, that there was a real base, but that he, as a skilled screenwriter what he is, enriched them a little. In his dreams there is often me ... we are young ... he cannot call me, he does not remember the number of my mobile phone, at home ... he does not find me ... he does not find our home. Vaga desperate by calling me. Then a man approaches him halfway between the real and the mechanic who flies ... he clings and the flying man hovers in the sky and away that takes him to me ... who are sitting on a rhinos ... Here, at this point of the story I start laughing ... ""Enough, just ... Stop it ... it's too long and now you're inventing."" I no longer remember who said that dreams are the fantastic transposition of our desires, our fears and joys. Here, I hear his voice insists: «No, I swear to you! I dreamed of just like that! """,6,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.48239193363046784,0.48456044495105743,0.9998989037194406,0.5155436197916666,4.316299630067078,0.263671875,0.8541666666666666,0.20076390186111695,0.5155436197916666,0.3147797179305497,1.6830547392110253
k,202,"Although I had debuted at sixteen and I was now an actress consumed, I felt like a beginner. The presence of Luchino ordered me. The goddess of that role so interesting but far from my personality made me feel clumsy, insecure. I confided to Girotti my mood. ""Don't worry,"" he said kind, ""I give you a pastry that will make you feel very well!"". It was a real trouble. It was a Simpamine, a stimulant to whom, I would have discovered, I am very sensitive. I felt an electric current on me, a nervousness! From clumsy I became febrile. I exaggerated, I usually so measured, and this alas brought the test collapse. [...] It is, together with that of not having been able to do theater, one of my strong regrets. [...] Visconti on the set was hard. Terrible. Everyone was very bad: many actors cried with him. But he managed to obtain extraordinary results from them, real metamorphosis.",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.45848911450844615,0.4566274583339691,0.9999360298534157,0.5226236979166666,3.685722389612541,0.14127604166666666,0.8131510416666666,0.22398665239612248,0.5226236979166666,0.29863704552054415,1.6824117967579844
k,354,"“I saw that he was about to get out of the tub; I turned to the other side.  Dry me behind. I did not reluctant.  Do you want to sleep with me tonight? Tremai, I would have beaten it. There was a long silence.  You are a stupid, he said, you can go. I went away ».",2,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.5114151897151329,0.5273921191692352,0.999833881855011,0.48388671875,3.7661301637999713,0.271484375,0.7272135416666666,0.17035863764423387,0.48388671875,0.31352808110576613,1.6816077092143777
k,252,"I'm back on walking the damned via Veio, via dei Dreams and hopes often lost with his sampia. [...] I went hard on those cobblestones, and I felt the annoying danger of putting a heel back, but I was too distracted to take care of it seriously, and it happened. Half of the very high paint heel fed into a disconnection: through the veiled stocking I burned the heel on the hot stones. Half heel remained in the slot. [...] Next to the sidewalk a wonderful white car stopped with driver. I recognized the director Goffredo Alessandrini, already then famous although little more than thirty years old, personal friend of Vittorio Mussolini. He went down, took me to the arm, he courtesily wanted to keep his broken shoe and ordered the driver to take me home. Spanish square sparkled under a sun that seemed to me African.",5,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.45453744151627173,0.3684069365262985,0.9999458749989572,0.556396484375,3.713653502529875,0.2727864583333333,0.8736979166666666,0.22544445496803925,0.556396484375,0.3309520294069608,1.679927771483268
k,313,"Ergas has always been very jealous [...] One evening I fall into the caravan finding myself with Ottavio [De Lollis]. We were simply speaking, but it was enough [...] to beat me wildly. The last memory, the last image I have that evening is his foot on my face. [...] The production [...] orders the hospitalization to the clinic [...] where I am hosted clandestinely [...] to the CranioLese department. Yes, there are broken ears, the jaw broken, the swollen eyes, various bruises and a great pain everywhere, but I declare to the drugs amazed to have fallen because I stumbled in the electric cables of the set. [...] I think of my daughter with fear [...] [Ergas has moved her away and] does not believe she had to explain me: I am neither his wife nor his daughter's mother.",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.49769308734296835,0.4774186462163925,0.9997504949569702,0.5126139322916666,3.770405070783454,0.2838541666666667,0.7858072916666666,0.1822786910440932,0.5126139322916666,0.3303352412475734,1.6797222733440318
k,495,"I read Lolita of Nabokov secretly; I had removed it from my father [...] I had to be twelve or thirteen; I was experiencing the last few months at home; I was about to leave, but I didn't know it yet: I sensed it only at certain times. Lolita was the revelation of desire; the awareness of my femininity. As I read, secretly, I did not feel Lolita, but the mature man victim of seduction. Retinkles years later, I found perceptions that struck me seeing Bardot's films. In ... et dieu créa the femme and others she mimicked the seduction very well, proposed a carnal image, which was certainly neither the true, nor the only image of itself. He was working to represent the idea that man had made himself of female seduction. She offered what men wanted to find, what was supposed to like them. It seemed to me violence made to itself; She hurt me for her; It was understood that she was not, that ""female"" or, in any case, not only that. I felt her out of role, wounded to be able to turn into magnet, also emptied to be able to arouse so much desire, hit the mind to capture pure desire. In Lolita I immediately felt the same mechanism. Instinctively I recognized a gene that we women have: what I ironically like to call viruses: a shameful tara, one of those elements of the worst legacy that ""the female passes to the other female"". The silent learning of the gesture, of the gaze, the lingering springs of the hip, the hunt the lips with the foolish overlooking the tongue, without the justification of a crumb to be removed. The caricature of the female.",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4811695846841637,0.44942420721054077,0.9997650730365422,0.546630859375,4.019946799550477,0.322265625,0.830078125,0.19871050117417133,0.546630859375,0.34792035820082867,1.679645158894877
k,77,"For an actor, the dressing room is a place of peace and isolation. A place where it is always possible to take refuge, at any time of the day, to rest, fantasize, sleep, do what you want. [...] Yes, the life of the dressing room is really very pleasant, even if you are always a little alarm. We dress, make up, we exchange confidences. [...] When I was in the company of the baby, I divided the dressing room with two other young actresses like me. [...] Then the company was governed by a rigid discipline that prohibited the actors to go out freely to visit the dressing rooms of others. So there were all three of them, each with its ambassadors, honest in that little space to wait. [...] I don't know if they are still so severe to the baby, but today the companies are generally much more tolerant: in the dressing room you can invite who you want. For years I have brought us the scintina. It was a meek and obedient Yorkshire, as well as long -lived: she lived twenty -five years of age even scrapsing a ruinous fall from a balcony. Now his place has taken it ça suffit, which of the surname does Zampiz also I took the habit of giving name and surname to my dogs from Elsa Morante, who instead barking continuously and, therefore, must remain at home.",5,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.47186818076256704,0.4449070692062378,0.9997569918632508,0.5361328125,3.764317601987083,0.20963541666666666,0.75390625,0.2055577995213814,0.5361328125,0.3305750129786186,1.6771829721471991
k,457,"With my mother still in the round, integral and inhuman, but reassuring, with her large breast and her high and clear front without a wrinkle and with the placato rhythm of that train that sang inside me of boundless freedoms (vibrant rails, lashed from the nasty of the odorous iron and salt book), protected by the black silk dress, made to crochet by her, with that cry «The mala Easter a you »who, after repeating it, tasted, chewed until he understood his more hidden flavor, slept in me buried by winters and winters and who now began to awaken: - he had to be like the glass cry of the rooster thrown against the air of the Morning and which falls crumbled (crushed in many small lucid pieces, throbbing of Brina): - I was waiting for in the reduced of the small theater in via della Croce, the Eleonora Theater Duse in Santa Cecilia, lost in those fabulous, foreign names, and by that cry that beat to the temples, I waited, on that day illuminated by the sun of brilliant chandeliers with many small minus lights, my turn. From the morning to eight, an interminable row had paraded in front of me swallowed by the darkness of a wide and silent door. Certainly in that room there was the stage, a stage of the continent, Academy of Santa Cecilia, via della Croce. Theater Eleonora Duse. The direction of dramatic art, the director Silvio D’Amico, a great theatrical critic of the continent, Mrs. Carini had been a great actress. I was waiting for. That swallowing young hole and girls who entered boldness to succeed with their heads down or tears or bold for a few words or reassuring gaze of the exam commission. A girl came out and tearing her hair: she passed by screaming me. “I was not allowed. Rejected! Rejected! I was rejected, I know! I'll kill myself! I'll kill myself! I'll kill myself! "" Someone pushed me. «It's up to you, to dreamer! Ohi, I say to you, died of sleep: you wake up the time. Hey, what are you deaf? Don't you feel it's up to you? Don't mind that crazy, it has been four years old and every time he does these scenes. I say, with the practice he has done in all these years, should be used to being rejected ». Bocciata, Pazza maybe. I shouted with the voice of that madman: ""The mala Easter to you!"" The knees on which, in the cry, I threw myself and the chest as a torn ricker, the knees. I had shouted too strong? The hands that raised me now were many and warm, reassuring. Did they say good? Or did they say talent? ""Of course, the diction is frightening, the crazy accent but temperament ... temperament"". With the knees and the broken chest I had been admitted to the royal academy of dramatic art with the scholarship.",11,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.49695367980353594,0.5341781973838806,0.9998632073402404,0.4757486979166667,4.108525833386618,0.2936197916666667,0.8307291666666666,0.18000490575493386,0.47574869791666663,0.29574379216173285,1.6768217928987101
k,9,"Returning to the homeland after so many triumphs the most bitter disappointment awaited us: we no longer knew where to go. For debts contracted due to the reconstruction of the Odescalchi Theater that had to be paid by the State and for the delays that occurred in the payment, the theater had to be abandoned to the dealer of Prince Odescalchi. [...] The war began from the day that the will and passion of eleven young people founded a stable theater in Rome. In fact, the Odescalchi theater was also called ""theater of the Eleven"", and they placed Luigi Pirandello in charge; Covered and insidious struggle by a society that has grabbed the whole monopoly of theater in Italy: theaters, repertoires, companies. In the face of this war, I [...] remained to fight next to Luigi Pirandello, then always exposed to all the revenge of the opponents, feeling that the cause for which it was fought was holy, and all in favor of us actors for the dignity of ours profession and for the honor of Italian theater. From the contracts that companies made with the Compagnia del Teatro d'Arte in Rome, directed by Luigi Pirandello, it was demanded that alongside the name of the Maestro it would imagine as with the diction of writing, unique and only, mine; [...] A company that in all the nations of Europe had been welcomed with all the honors of the highest theaters, was condemned to turn almost only in the province [...] the only hope of salvation, South America. She had been promised to American impresario that our company would have been alone starting that year, 1926, for Argentina.",5,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4519689409931793,0.37933652102947235,0.9999584468096145,0.5782877604166666,3.619778763396122,0.34765625,0.9798177083333334,0.22453826136570756,0.5782877604166666,0.3537494990509591,1.6764656491685015
k,222,"Visconti's face stiffened, his gaze expressed such a strong contempt, so terrible ... a freezing current of hatred united those two men. ""Send it away! Hunt it away! [...] ""Luchino siby up slowly. ""But sorry, how is it possible? Don't you see what he did for you? This man saved you! "" I replied. ""Hunt it away! Hunt it away! I don't want to see it! I don't have to find it in front of my eyes! "" he insisted. In him there was not only anger towards the political opponent but the fierce rebellion against those who had kept him in hand, even if for a short time.",4,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4804963106979783,0.45979107916355133,0.999817967414856,0.5230305989583334,3.695733965393932,0.22591145833333334,0.849609375,0.19610020272215203,0.5230305989583334,0.32693039623618136,1.6764144808349863
k,4,"His [by Enrico Reinach] teaching of two years had tightened our knowledge, devoted on my and friendly even towards my relatives on his part. So imagine my surprise, when I learned that my parents had not recommended my entry in art. A flame of anger climbed me to the forehead; A betrayal seemed to me. But he, with his old comedian experience, caressing my cheek with his beautiful hand jagged the little finger: ""Dear, the theater, it is better to see it from the armchair"". He already knew me engaged, and it was grateful to him to see me in the care of a house, rather than among the uncertainties and instability of a stage. [...] The family gripped the brakes more and more, forbidden to participate in any act [...] I also offended the possibility of entering Italian cinematography, [...] but you don't even dare to speak to my parents, although I felt attracted to me by This new and prestigious art form. I was looking forward to becoming of age to declare my aspiration. But the moment was also first [...] with the interest [...] of Sabatino Lopez, who then presided over the shows of the Teatro del Popolo in Milan. He convinced with his authority my parents that being stable theater based in the same city I could be an actress not moving away from home.",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4787390025553166,0.44063571095466614,0.999916131455393,0.5215657552083334,3.5278213258910305,0.3170572916666667,0.8033854166666666,0.19709394587104787,0.5215657552083333,0.3244718093372855,1.6757490798817576
k,151,"I managed to reach the bar, I would have drank something to be able to pretend to feel bad, one excuse like another to leave. But Zanuck approached me and brutally put my hands on me just as I was drinking a sip of whiskey: Sciaff! I slammed the whiskey in the face with contempt. I knew very well that it would be the end of my Hollywood career, but what satisfaction, what joy. The pleasure of pulling that whiskey on this idiot was much more to my heart. Only because he was the great producer Zanuck would I have to stay there at his feet, be his slave, to become his lover? I had to allow it to boast of having an Italian woman, a French, another of who knows where?! I threw the whiskey in the face with such a taste but with such a taste that I came to tell him: ""You suck me"". And after sending him to the devil, I took the door. He called me after two days. I thought it was strange that he waited so long, he will have wanted to prepare a speech. I joined him to Fox in his beautiful office in boiserie, with all the windows containing precious books and polo prizes. He was very elegant, with the Zuava pants and boots, he seemed ready to go to a game; He walked up and down the room and at a certain moment he stopped and said to me: ""Don't you know this can make you the Greatest Star in the world or i can right you just like that?"" (Don't you know that I can make you the biggest star in the world or can I destroy you in a moment?). I replied: ""That's exactly what I want, I want to be destroyed Just like that"". I told him so, in the face. ""Goodbye. We don't have anything more to say"" (goodbye. We have nothing else to tell us). And so he ended. I cared about, which actor does not care about a career in Hollywood? I had shot films that had been very successful. But I didn't want to accept the manufacturer's court.",9,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4350988751186374,0.34971584379673004,0.999834418296814,0.5634765625,3.7073380356353787,0.255859375,0.96484375,0.2387851347551751,0.5634765625,0.3246914277448249,1.6737184281706263
k,547,"I was bent in two in the kitchen to hear Radio London and the Angelini Orchestra covered it in the room. That April morning, the air was different in Piazza Cordusio, I hear a voice: «What are you doing? Go home, there are the Germans who run away ». He was a friend of mine from Bologna, partisan. ""How, I'm going home? Right now? ""When the war was really over with those three big seated close to Jaita, who did not even know where it was, it seemed that here under the house this shameful ending had all wanted him; I looked at them with antipathy as if they had removed me the honor of my weapons, this immediated post -war period I don't say that it would make us regret the war, but almost. Even if his dad had returned. With the cowardice of the culprits, they asked him that of that industry that had chased him he became the president. The place of hope was the darkness, indifference instead of hatred. I said 1945. What I complain about. In the 1950s I was already on stage.",3,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4760186955326387,0.43784879148006434,0.999678075313568,0.5364583333333334,3.9754783042347603,0.3294270833333333,0.7955729166666666,0.19712760253746217,0.5364583333333333,0.33933073079587117,1.672824373383669
k,270,"Three years later Marcello would also disappear [Mastroianni ed.]. The last time I saw him was in Milan. He entered his car to go to the theater to try the last moons, by Furio Bordon. I went up to mine, directed to the airport. Marcello launched me a very long look, perhaps guessing that we would never have seen each other again. I still find it hard to return to the days of his death. The world spoke, declaimed, attended, celebrated. I was closed in my room, surrounded by my modesty. I didn't want to drain my pain to that of others, I didn't want to flag my feelings for the use and consumption of the media. I was alone, looking for a way to fully understand what had happened. On his funeral day I sent an orchid carpet, so that they accompanied him with their delicate freshness. And they brought him my love ever.",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.447535434463101,0.3682945817708969,0.9999566994229099,0.5658365885416666,3.8448131329835937,0.3001302083333333,0.865234375,0.22392492372509457,0.5658365885416667,0.3419116648165721,1.6714170576111056
k,494,"I would like to have a large room, a room that I don't see, that I will never have to see and that nobody will ever have to see. […] It is the seat of voluptuousness. The place of games, of eroticism without bridle. [...] I want to have my eyes closed on a veil of fresh and light fabric. [...] I will know that there are the others near, men and women; They too in the absolute inability to see. Just feel, breathe. [...] Then, with your hands, hear others; Touch an arm, with one foot touching another foot. Understand if I hear a man or woman, but not know who is absolutely. Imagine how it could be, or how I would like it to be, and decide whether or not to continue the approach according to the elements I can capture. [...] The wait will not have to know of sin, nor prohibited. Just a game that was born to become the altar of secret desire. [...] And you laugh, play, dream. The pitilers, modesty is perfectly exceeded. The inhibitory brakes are pieces. The taboos jump! All prohibitions disappear. [...] The idea of ​​having felt wonderful sensations, of having made love in a wonderful way with a stranger, enhances me.",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.448101096773405,0.371472030878067,0.9998211860656738,0.5665690104166666,4.019946799550477,0.2526041666666667,0.822265625,0.21786902914147638,0.5665690104166666,0.34869998127519025,1.6657913119805552
k,66,"I was born in a tumultuous way, in advance of the times, to the Regina Elena clinic where my mother, pregnant in the eighth month, had been urgently taken after falling. It seems that someone, perhaps my brother, had made it stumbled by causing a premature birth. [...] The doctor who gave me born, Dr. Acerbi, in seeing me exclaimed: ""Uh, what a Muster of a tusa!"", What a child's monster! Thus, at least, I was told. And that feeling of discomfort, the same one that my parents must have tried, I remember it. My first years of life are wrapped in a vague darkness. I crawled around the house and around me I saw threats everywhere. [...] I traveled the floors in the certainty of being in constant danger. Nobody spoke to me. But sometimes I felt adults talk about me as if I weren't there. They said: ""Too bad the girl is like that ..."". And they didn't finish the sentence. I also didn't speak much. I was so shy that at Christmas I had to recite the poems behind a door. I did not feel any gratification in showing me. I imagined I was adopted, not to be part of that family with which, for dark reasons, I found myself living.",16,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.48442188234701195,0.4763025492429733,0.9998711829248351,0.5157063802083334,3.687405109895432,0.3287760416666667,0.8294270833333334,0.17955381739873855,0.5157063802083334,0.3361525628095948,1.6638468826705857
k,450,"When we were children (we were seven), one of our favorite games was to throw us on dad. He, lying on his side, made the sow and us the pigs. My father is always sorry to have not been able to breastfeed, although at a certain point I believed that he was pregnant. I had come to this belief because I had misunderstood the confused explanations on the birth of the children of my babysitter, and also because of certain scandalist articles on my family. The articles talked about the divorce of my parents and a mysterious and exotic woman (only later I understood that it was my stepmother, sonali, considered exotic, I imagine, because it comes from Calcutta) and of an ""extramarital"" child. This word, extrematimonial, made me think of extraterrestrials. Perhaps for this reason, the press dealt so much about us. ""Extramatrimonial"" also made me think of paranormal phenomena, and my father had a great belly, just like a nine -month -old woman. I liked it like that, fat or robust that you want to say. The people who advised him diets irritated me - I didn't want to lose even a little dad my dad. It was soft to embrace, it was a lot, and I wanted it all.",11,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4551184336651281,0.4606999307870865,0.9999566424230579,0.5237630208333334,4.0674581789013855,0.24479166666666666,0.8235677083333334,0.20785467473564748,0.5237630208333333,0.3159083460976859,1.6629297508238337
k,132,"And I had no longer met love, what the girls dream. The great love. On the sets, for everyone I was the manufacturer's young lady. A completely common model of actress. De Laurentiis and Silvana Mangano, David O. Selznick and Jennifer Jones, Carlo Ponti and Sophia Loren could be mentioned ... but also Franco Cristaldi and Claudia Cardinale. I was undoubtedly the only one to have been surprised by this ending, this slow, slow, progressive, metamorphosis of our relationship. Franco had always proceeded to everything, he had always dealt with me. By dint of being like a husband, in the end he had become. Almost. Because he was already married. But at the time of our meeting, he was separated. I have never stolen my husband from anyone. However, that was the freedom I dreamed when, at eighteen, I decided to find the means to raise my son alone? Cristaldi owned many qualities. He was seductive, and I was infinitely grateful to him that I helped me at the time when I felt lost, but spent most of his time in a small three -storey property: his offices. He gave me jewelry, fur, but I had the feeling that he did it more by convention than for an authentic emotional momentum. He continued to buy me. And it was above all this that made me feel uncomfortable, so I was busy to show him that I didn't need anything, I never asked anything, I didn't encourage anything. And then we were almost never alone alone and he.",6,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4800215696706876,0.46667164564132685,0.9996227622032166,0.5160319010416666,3.762171601226631,0.2701822916666667,0.79296875,0.18326329383764275,0.5160319010416666,0.3327686072040239,1.662907625711547
k,42,"Anna's anorexia [Ceroli] worsened, as it was imaginable. When he organized the party for his eighteen years we went both I and Fiore [silver]. There were many guys, all dressed well. I was fifteen years old and I still remember Anna's thin arms perfectly who agitated like wicker sticks while dancing trendy songs of the time. The vision of those thin, almost transparent arms, like the wings of a bird that looks down under the sun, still overlooks my heart. 38 kilos will be weighed. I felt guilty of his mental illness because I had abandoned her a year earlier, when I moved from my father, to escape my mother's barrels, to her senseless fury against me and against my slender body.",7,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.46573933954293406,0.4101121127605438,0.9998739762813785,0.5469563802083334,3.6019374485428366,0.2721354166666667,0.8138020833333334,0.1966002431095227,0.5469563802083334,0.35035613709881064,1.6622135589338352
k,451,"You are right. I apologize if I appeared bored or annoyed and if I was abrupt with all those who pointed it out to me. I really look like ingrid Bergman. Really. So ... what should I do? What do you want from me? Having admitted the similarity, I have the impression that you expect that I do something, but what? Do you want me to declare something? What? Being their daughter, I could look like my mom or dad - I think I have to say I was lucky to have taken from her. And ... tell me, isn't it normal to look like a parent? You want me to agree with that woman who wrote to ""Vogue"", after reading an article on me: ""Isabella Rossellini has the presumption of believing that her career is the result of her talent, instead of her extraordinary similarity to the mother"". Ouch! Genre statements hurt! But is it all here? Are they just the approximate copy of Ingrid Bergman? A kind of imposture?",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.48292768701009897,0.4839199632406235,0.999787449836731,0.5096028645833334,4.0674581789013855,0.3118489583333333,0.8352864583333334,0.17838567124482183,0.5096028645833334,0.3312171933385115,1.6611008080916516
k,269,"Carlo [Ponti] was thirty -nine years old, twenty -two more than me, and it was already a name, in the middle of his dazzling career. As he went carefully to tell me when he came to present himself at the end of the competition, he had discovered great divers such as Gina Lollobrigida, Sylva Koscina, my beloved Lucia Bosè. ""Let's take a walk in the park? It is an enchanting place, they call it ""the garden of the roses"", he will hear what perfume ... »Meanwhile he made me raise, putting my light organic shawl on my shoulders. ""Here we go,"" I said, preparing me inside me to reject the usual advances. In reality, Carlo was very professional and he earned my trust instantly. He told me about the films he was doing, he asked me about me, he sounded my intentions. «Where does Miss come from? Ah, Pozzuoli? If I'm not mistaken, there is a beautiful Roman amphitheater ... I was there a few years ago. "" ""He is right in front of my house, we see him from our windows,"" I replied, grateful who had found a common point between us. Immediately he communicated me an extraordinary sense of security and familiarity, as if we had always known each other. I had the strange impression that he understood me, that he had read behind my impetuous beauty the traces of a reserved character, of a difficult past, of a great desire to do well, with seriousness and passion. For me it was not a game, it was much more.",5,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.45712880305046727,0.41886550188064575,0.9996095895767212,0.5320638020833334,3.8448131329835937,0.2513020833333333,0.8313802083333334,0.20423231487444046,0.5320638020833334,0.3278314872088929,1.660970707501629
k,153,"The next day they enrolled me from the nuns, to the elementary school in Piazza Vittorio, an ancient building, with a large garden full of trees where, as soon as I could and nobody saw me, I took off my shoes and walked barefoot on the grass because I wanted to hear the Sassolini and the coolness under my feet, like when I lived in the countryside. It was an operation that I was secretly made because the nuns would not have approved it since they wanted to make me a Signorinella educating me according to the best etiquette, just me who came from the countryside and I spoke Dialètti and an idiot's cretin did not go to do the spy?! I hated her: because of him I was put under surveillance and from that moment I could no longer walk without shoes. I wanted to punish her by putting her a pebble in my mouth as I had already done in Rivolta d'Adda to a girl who had made fun of me.",7,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.48288881932887584,0.479809433221817,0.9999420199419546,0.5123697916666666,3.7581198641710216,0.2526041666666667,0.74609375,0.17677018716822862,0.5123697916666666,0.335599604498438,1.659601026439059
k,245,"We were at the table the day I said: ""I will be the actress."" I heard the noise of the place that my brother Dino dropped to the plate. ""Never. Never, remember it. And if by misfortune it happened, I forbid you to continue calling you Duranti »Dino threatened.",8,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.4806027172244714,0.4530317038297653,0.9997895956039428,0.5238444010416666,3.600326934019298,0.32421875,0.7584635416666666,0.17885489897870704,0.5238444010416666,0.3449895020629596,1.6592472118071213
k,575,"At fifteen I was overwhelmed by the passion to recite [...] Elvira helped me. He lived upstairs, was caught, intelligent and made the hostess on planes that went to America. It was considered to me a womanuccello, free, happy and independent. I expected it for the stairs to see her pass dressed in blue with the gold buttons and the hat. [...] Inventing an excuse full of imagination and safety, he convinced my mother to let me out with her. He took me to an elegant living room, where boys, all older than me, read a comedy: the enemy of Niccodemi. Starting with a sailboat for around the world, flying with real wings, would not have given me the emotion of that living room, where everyone pretended to be another.",5,"en,en_nmt,it","M1,M2,M3,M4,M5,M6,M7,M8","T0,T1",256,12288,0.43097283180263357,0.3015139698982239,0.9997131824493408,0.5839029947916666,3.95074542145691,0.3548177083333333,0.9791666666666666,0.22838599927875236,0.5839029947916666,0.35551699551291427,1.6590720135307269
